car_id,make,model,trim,year,title,description,photo_url,price_aed,mileage_km,body_type,exterior_color,transmission,fuel_type,condition,warranty_years,regional_spec
47,mercedes-benz,gla-class,gla 200,2025,"0% Downpayment | Mercedes-Benz Warranty and Service Package | AED 3,413 P/M","Flexible Bank Finance Options Available:
Option 1 - AED 3,413 P/M for 5 years with 0% Downpayment
Option 2 - AED 2,731 P/M for 5 years with 20% Downpayment
-------------------------------------------------------------------
Exterior Colour:
POLAR WHITE FINISH
Interior Trim:
RED LEATHER
*GARGASH WARRANTY UNTIL 2029 / 105,000 KM*
*GARGASH SERVICE CONTRACT UNTIL 2029 / 105,000 KM*
Experience the epitome of luxury and performance with the 2025 GLA 200 in a striking Polar White Finish. This vehicle is the perfect blend of elegance and innovation, crafted to make every drive an extraordinary journey. The bold AMG Styling, including a front spoiler and side skirts, enhances its dynamic presence, while 20"" Alloy Wheels ensure you make a statement wherever you go.
Step inside to a world of sophistication with the plush Red Leather Interior, complemented by Ambient Lighting that sets the perfect mood. The Seat Comfort Package guarantees that every drive is a first-class experience, enhanced by the Automatic Climate Control for perfect temperature regulation in all conditions.
The GLA 200 GLA features cutting-edge technology such as the MBUX Navigation Premium and Front Visual Display (Head-Up Display), keeping you informed and entertained. Smartphone Integration through Apple CarPlay and Android Auto ensures seamless connectivity, while the Front Wireless Telephone Charging keeps your devices powered on the go.
Fully certified by the SilberArrows Used Vehicle Program.
-------------------------------------------------------------------
- 20"" ALLOY WHEELS
- 360° CAMERA
- 7-SPEED AUTOMATIC DUAL-CLUTCH TRANSMISSION
- ACTIVE PARKING ASSIST
- AMBIENT LIGHTING
- AMG EXCLUSIVE PACKAGE
- AMG STYLING - FRONT SPOILER/ SIDE SKIRTS
- ANDROID AUTO SMARTPHONE INTEGRATION
- APPLE CARPLAY SMARTPHONE INTEGRATION
- AUTOMATIC CLIMATE CONTROL
- AUTOMATIC PANORAMIC SLIDING SUNROOF
- AUTOMATIC TAILGATE
- BLIND SPOT MONITORING
- CR",https://dbz-images.dubizzle.com/images/2025/11/27/e1e65a14d8e44131b90e3dc02d1961ee-.jpeg?impolicy=dpv,,,suv,Polar White,,,used,,
48,mercedes-benz,e-class,e 240,2005,M BENZ E240 JAPAN IMPORTED 2005 SUNROOF PARKING CENSOR,"M BENZ E240
2005
JAPAN IMPORTED
WHITE
FEEL FREE FOR CALL OR WHATSAPP
HAROON SHARIF MOTORS
SHOWROOM NO 356",https://dbz-images.dubizzle.com/images/2025/11/27/6143e710576e41b1a2026a052b14bb55-.jpeg?impolicy=dpv,,,,WHITE,,,,,Japanese
49,toyota,land cruiser 70 series,lc 79 base,2025,TOYOTA LANDCRUISER 79 2.8L DIESEL 4WD DOUBLE CAB STD - MANUAL,EXPORT ONLY,https://dbz-images.dubizzle.com/images/2025/12/04/2ccc4cf744df4baabba6140d40045dd5-.jpeg?impolicy=dpv,,,pickup,,manual,diesel,new,,
50,tesla,model x,75d,2018,"Tesla Model X 2018 GCC specs for 85,000.00 AED","***Appointment Only***
- AED 1,488 / Month with a 20% Down Payment over 5 Years
- Full Service History
- 75 kWh AWD
- 333bhp, 1-Speed Direct Drive
- Mileage 60,123 Kms
- Excellent Condition
- GCC Specification
JA:F126812
---------------------------------------",https://dbz-images.dubizzle.com/images/2026/03/30/364e82e759e9423ab02e76283a9704ca-.jpeg?impolicy=dpv,85000.0,60123.0,suv,,automatic,electric,used,,GCC
51,mercedes-benz,e-class,e 200,2014,2014 Mercedes-Benz E200,"Mercedes-Benz E200 | GCC | Well Maintained | Comfortable & Reliable
Mercedes-Benz E200, driven 260,000 km, well maintained and in good running condition. Powered by a 2.0L turbocharged engine delivering 184 HP, offering a smooth and comfortable drive with excellent fuel efficiency. Ideal daily sedan with classic Mercedes comfort and safety.
Key Details:
• Engine: 2.0L Turbocharged
• Power: 184 HP
• Drivetrain: Rear-Wheel Drive
• Mileage: 260,000 km
• Specs: GCC
Features & Options:
• Leather Interior
• Electric Front Seats
• Dual-Zone Climate Control
• Cruise Control
• Bluetooth / Media Connectivity
• Reverse Camera
• Parking Sensors
• Keyless Start
• LED / Xenon Headlights
• Multi-Function Steering Wheel
• Drive Modes (Comfort / Sport)
• Alloy Wheels
A very comfortable and reliable Mercedes sedan, perfect for daily use. Clean inside and out, drives smooth.",https://dbz-images.dubizzle.com/images/2026/02/04/554e91a19e0a47b5ae7c61c2fd2b0969-.jpeg?impolicy=dpv,,260000.0,sedan,,,,used,,GCC
52,toyota,tundra,crewmax sr5,2024,2024 Toyota Tundra Crewmax SR5 - 3.4L V6 - AWD 4x4 - Rear Camera - Leather Seat - Low Mileage,"2024 Toyota Tundra Crewmax SR5 - 3.4L V6 - AWD 4x4 - Rear Camera - Leather Seat - Low Mileage
2024 Toyota Tundra CrewMax SR5 powered by a strong 3.4L V6 engine with AWD 4x4, delivering powerful performance and a confident road presence. The vehicle comes equipped with leather seats and a rear camera, and features low mileage, making it a well-maintained and ready-to-drive pickup.
Features
Engine: 3.4L V6
Model: CrewMax SR5
Drive: AWD 4x4
Seats: Leather Seats
Camera: Rear Camera
Mileage: Low Mileage
Features
Engine: 2.4L V4
Option: Full Option
Drive: AWD 4x4
Roof: Panoramic Sunroof
Seats: Leather Seats
Camera: Rear Camera
Location:
SIKANDAR MOTORS FZE
SHOWROOM # 208
DUCAMZ
DUBAI AUTO ZONE
DUBAI RAS AL KHOR AL AWIR / DUBAI / UAE
Follow us on social media:",https://dbz-images.dubizzle.com/images/2026/02/08/8062e9050e924b59b427f7f16791d566-.jpeg?impolicy=dpv,,,pickup,,,,,,
53,dodge,challenger,sxt,2023,DODGE CHALLENGER V6 2023 WIDEBODY KIT 51000 KM WITH ONE YEAR WARRANTY,"SHOWROOM 2 LOCATION: AL QUOZ 4
✅ 2023 Model
✅ US Specifications
✅ Only 51,000 KM
✅ Clean Car
✅ Body Kit
This vehicle is in excellent condition inside and out, with a smooth drive and outstanding performance. Meticulously maintained with a complete agency service record and no accident history.
━━━━━━━━━━━━━━━━━━━━━━
Why Buy From SM MOTORZ?
At SM MOTORZ, we make buying your next vehicle simple, transparent, and stress-free. Whether you’re purchasing your first car, upgrading, or looking for a reliable family vehicle, our team is here to help every step of the way.
✔️ 150+ Point Vehicle Inspection
✔️ No Hidden Charges or Pressure Sales
✔️ Trade-Ins Welcome
✔️ Flexible Finance Options Available
✔️ Warranty & After-Sales Support Available
✔️ RTA Roadworthiness Guaranteed
✔️ Most Vehicles Include 3–12 Months Warranty
✔️ Assistance with Registration, Insurance, Passing & All Paperwork
━━━━━━━━━━━━━━━━━━━━━━
Key Features
* Keyless Entry & Push Start
* Leather Interior
* Paddle Shifters
* Cruise Control
* Front & Rear Parking Sensors
* Reverse Camera
* Panoramic Sunroof
* Radar Cruise Control
* And Much More
━━━━━━━━━━━━━━━━━━━━━━
Business Hours:
Open Daily | 10:00 AM – 9:00 PM
Showroom 1:
Street 6, Al Manara Street, Al Quoz Industrial Area 1, Dubai
Showroom 2:
Just off Umm Suqeim Street, Al Quoz Industrial Area 4, Dubai
━━━━━━━━━━━━━━━━━━━━━━
Follow SM MOTORZ
Website: smmotorz.ae",https://dbz-images.dubizzle.com/images/2026/02/09/a764d95fadf04ff5bb95e6f01dfc8fed-.jpeg?impolicy=dpv,,51000.0,coupe,,,,used,1.0,US
54,jac,js4,intelligent,2023,AED 654/month | 2023 JAC JS4 Intelligent | GCC Specs | Ref#383967,"Starting from 654 per month
Payable in 60 months
20% down payment
**Bank terms & conditions may apply
2023
JAC JS4
1500 - 1999 cc 4 cylinders
100 - 199 HP
--------------------------------------------
GCC Specs
Warranty Included
Service Contract
26106 kms
Warranty until August 2028 or unlimited Kms
Service Contract Valid till 40,000 Kms
1. Grey with Leather Interior
2. Rear Parking Sensors
3. Bluetooth System
4. Keyless Entry and Start
5. Power Seats
6. 360 Degree Camera
7. Blind Spot Indicator
8. Cruise Control
9. Tiptronic Gears
10. Power Sunroof
11. Front Wheel Drive
--------------------------------------------
AED 43000
--------------------------------------------
Buy this car with confidence from dubizzle cars!
What is dubizzle cars?
We believe the process of buying and selling a car in the UAE should be easy, transparent, and hassle-free. We help sellers find the right buyers for their cars, and buyers find the right cars for their needs.
What to expect from dubizzle cars?
✅ No guesswork
Know what you're buying with our standard condition report. All cars undergo a thorough bumper-to-bumper inspection at the time of listing and a 120-point report is available for serious buyers, which checks for engine leaks, electrical components, exterior paint condition and accident history, interior condition, and tire condition.
✅ No stress
Relax as the experts at dubizzle cars do all the work for you. We manage the interaction between the buyer and seller, from beginning to end. Your funds are fully protected at the transaction stage since we manage the ownership title transfer at RTA/Muroor.
Best part?
<b",https://dbz-images.dubizzle.com/images/2026/02/12/b68506dbc4934597acf9c42023f3bfbd-.jpeg?impolicy=dpc,43000.0,26106.0,suv,Grey,automatic,petrol,used,5.0,GCC
55,mercedes-benz,cla-class,cla 250 4matic,2021,MERCEDES CLA250 2021,"مرسيدس CLA250 2021 ، وارد ، فل اوبشن ، احمر من الداخل اسود ، بانوراما ، عداد ديجيتال ، تحكم بالسيتات ،
نظام الايكو ، تحكم كامل من الستيرنج، هيديسبليه ، خمس كمرات
العداد : 40000km
السعر : 79,000 درهم
للتقسيط مع دفعة اولى (1600)
للتقسيط بدون دفعة اولى (2000)
للتواصل على الرقم 0507478716",https://dbz-images.dubizzle.com/images/2026/01/13/72b3e0ea260b4165a519c55bf9d04647-.jpeg?impolicy=dpv,79000.0,40000.0,sedan,أسود,,,used,,
56,mercedes-benz,cls-class,cls 550,2013,"2013 - BENZ CLS550 STW - SUPER CLEAN - LIKE NEW - ONLY 138,000 KM","Very Clean Mercedes Benz CLS550 STW
•Only 138,000 Km
•Year 2013
• No Accident
•Well Maintained
•White Color
•Both the Interior And Exterior Is Clean
•Fully Automatic
•Audio Control On The Steering Wheel
•Climate Control
•Fog Lamps And A Lot More...
Why Car Point FZE ?
*Over 100 luxury Japanese Imported cars at the most competitive prices
*More than 3,000 happy customers worldwide
*We have a team of friendly, multilingual and professional sales executives
*Convenient financing options
*Value for your money
*Peace of mind is guaranteed
___________________________________
Find Us on Google Maps ( Copy Link and Paste on Ur Browser )
Or Search Car Point FZE on Google Maps
Show Phone Number
Show Phone Number
FOLLOW US ON INSTAGRAM
___________________________________
Why Japan Imported Cars
• Higher Version Used Cars
• Low Depreciation
• Most Reliable
• More Eco-Friendly
• Easy Maintenance
• Availability Spare Parts
• Low Mileage Considering Local Used Cars
___________________________________
Our Service
• RTA Registration Assistance
• Insurance Service
• After Sales Service
• Export To any Country.
• Delivery of Car any Where in U.A.E
____________________________________
Address: Car Point FZE Show Room Number 345 Dubai Auto Zone Ras Al Khor Dubai.
Opening Times:
Saturday to Thursday 09:00am-8:00pm.
Friday 02:00pm-8:00pm
___________________________________
The Car Point FZE , offering the largest stock of pre-owned Japanese Imported Cars , has proven itself over the years as a force to be reckoned with in the Dubai market. The outstanding quality of our products and customer service have paved the way for us to further cement our position i",https://dbz-images.dubizzle.com/images/2026/01/30/c5f08c584ff140a586596bcee812a4f4-.jpeg?impolicy=dpv,,138000.0,wagon,White,automatic,,used,,
57,land rover,discovery,hse,2019,LAND ROVER DISCOVERY - HSE - 2.0 L,السيارة بحالة جيدة جدا ولا تحتاج صيانة ولا اصلاح,https://dbz-images.dubizzle.com/images/2026/01/31/83ed807137aa40c4b32010a8553697d2-.jpeg?impolicy=dpv,,,,,,,,,
58,bmw,2-series,other,2025,"BMW M2 35 | Brand New | AED 2,650 monthly | Ref#S32015","BMW M2 35
Model : 2025
Odometer : 1,194 Kms
------------------
Our flexible payment plans are bank auto loans.
Option 1 - AED 3,350 monthly for 5 years with 0% Down-Payment / flexible.
Option 2 - AED 2,650 monthly for 5 years with 20% Down-Payment / flexible.
Option 3 - AED 165,000 cash.
And
First Installment After 3 Month.
------------------
• Aida (+971) 0542222307 ( English & Arabic)
Wer'e Located at AL WAHADA ST. NEXT OF KING FAISAL BRIDGE,
------------------
Showrooms Timing :‎
• Sat-Thur : 10:00 AM TO 10:00 PM‎
• FRI : 4:00 PM TO 10:00 PM
--------------------
A name you can trust, Welcome to Al Qassem Group Showrooms, We've been in the auto industry for 23 ‎years in UAE, 15 years in Jordan, And more than 30 years in Iraq.
We won the Dubizzle (Legend) Sharjah showroom of the year 2022 And 2023
And multiple of Top seller of the month by Dubizzle
-----------------
Follow Us on:
Facebook : Al Qassem Group
Instagram : Alqassem_group_luxury_cars
Snapchat: alqassem-group
TikTok : alqassemgroup
--------------------
Our Service : ( VIP )
• Flexible finance and insurance options .
• Expert sales and after-sales support .
• Car registration assistance .
( Insurance - Examination - Registration ) .
• Export deals and services available .
• we can deliver the car to any where on UAE
------------------
What we offer : ( Easy Financing )
• Buy your car from al qassem group without down payment, The first installment after 3 Months.
• Approved bank finance Available.
• Excellent services 24 hours a day.
------------------
Employed :
• Salary Certificate
• IBAN Number
• Passport and Visa copies
• Emirates ID copy<br",https://dbz-images.dubizzle.com/images/2026/03/04/1f05c83c23724f359ddc3ab9d877faa8-.jpeg?impolicy=dpv,165000.0,1194.0,,,,,,,
59,ford,edge,titanium,2016,AED 1232/month | 2016 Ford Edge  | GCC Specs | Ref#448623,"Starting from 1232 per month
Payable in 24 months
20% down payment
**Bank terms & conditions may apply
2016
Ford Edge
3500 - 3999 cc 6 cylinders
200 - 299 HP
--------------------------------------------
GCC Specs
101982 kms
1. Black with Leather Interior
2. Bluetooth System
3. Premium Sound System
4. Adaptive Cruise Control
5. Tiptronic Gears
6. Park Assist
7. Lane Change Assist
8. Blind Spot Indicator
9. Power Seats
10. Heated and Cooled Seats
11. Panoramic Sunroof
12. Keyless Entry and Start
13. Rear view Camera
14. Front and Rear Parking Sensors
15. All Wheel Drive
--------------------------------------------
AED 35000
--------------------------------------------
Buy this car with confidence from dubizzle cars!
What is dubizzle cars?
We believe the process of buying and selling a car in the UAE should be easy, transparent, and hassle-free. We help sellers find the right buyers for their cars, and buyers find the right cars for their needs.
What to expect from dubizzle cars?
✅ No guesswork
Know what you're buying with our standard condition report. All cars undergo a thorough bumper-to-bumper inspection at the time of listing and a 120-point report is available for serious buyers, which checks for engine leaks, electrical components, exterior paint condition and accident history, interior condition, and tire condition.
✅ No stress
Relax as the experts at dubizzle cars do all the work for you. We manage the interaction between the buyer and seller, from beginning to end. Your funds are fully protected at the transaction stage since we manage the ownership title transfer at RTA/Muroor.
Best part?
Need a",https://dbz-images.dubizzle.com/images/2026/04/07/25cde99d0aa748d8bb791e75cb462d6d-.jpeg?impolicy=dpc,35000.0,101982.0,suv,Black,,,used,,GCC
60,mini,countryman,cooper s,2014,Urgent mini countryman S model 2014 GCC panorama very clean,"Gulf car
Full option
Panorama
4 weal
Very clean
Like new",https://dbz-images.dubizzle.com/images/2024/11/07/342772cdbf5546e5b05ddc68217bf582-.jpeg?impolicy=dpv,,,suv,,,,used,,GCC
61,land rover,range rover sport,supercharged,2015,RANGE ROVER SPORT V8 * FULL OPTIONS * GCC SPEC * PANORAMIC * WELL_MAINTAINED,"SUPERCHARGED V8
GCC
AWESOME WHITE COLOR
TOP OF THE OPTIONS
PANORAMIC ROOF
PERFECT RANGE ROVER SPORT
GCC !
UNIQUE CONDITION !!!
CLEANEST RANGE ROVER SPORT IN UAE
HIGH LINE RIMS
THERE IS NO SINGLE SCRATCH ON THE CAR
VERY NEAT INSIDE AND OUTSIDE
NEVER HAD ANY MECHANICAL PROBLEMS
ACCIDENTS FREE
SERVICED ON TIME
ORIGINAL KEYS
FRANKLY THIS IS THE BEST RR SPORT
JUST SERVICED AND DOESNT NEED SINGLE DIRHAM TO SPEND ON IT
ALWAYS PARKED UNDER COVERED PARKING
NO SMOKERS OR KIDS INSIDE THE CAR
Best part about the car is the looks since its probably the best looking so far.
Honestly we can say it’s brand new after the last service has been done as they have replaced most of the parts just to be like the brand new car!",https://dbz-images.dubizzle.com/images/2025/01/14/78f6f133c0e14ecca36ebaa4a74b1041-.jpeg?impolicy=dpv,,,,,,,,,
62,bmw,ix3,other,2025,BMW iX3 Creative 2025,"""Welcome to CARANDX - Your Car Solution! At CARANDX, we're driven by a passion for providing top-quality cars to countries around the world. With a commitment to excellence and a global perspective, we're here to transform the way you experience mobility. Join us as we take you on a journey through our world of cars, dedicated to making your driving dreams a reality.""
Our services:
- Competitive market prices
- Outstanding customer service
- Expert sales and after-sales support
- We can provide all kinds of cars from all over the world
- We can help with the shipping
To follow our latest offers and promotions, please follow us on social media
Youtube: CarandX
Location: Ras Al Khor Industrial Ducamz Auto Market Showroom 20,67,77",https://dbz-images.dubizzle.com/images/2025/03/22/1a22940541dc41d388b1e6f6c664070d-.jpeg?impolicy=dpv,,,,,,,,,
63,toyota,innova,se,2020,2020 Toyota innova V4 2.7 Gcc in perfect condition very clean,"2020 Toyota innova
Gcc
In perfect condition
Free accident
Very clean from inside and out
No issues with the car
Nice family car
7 seater
4 new tires
تويوتا اينوفا خليجي صبغة وكاله بحاله جيده جدا
For more information please call
Allaith car showroom
Abudhabi
RAHAYL CARS CITY
Showroom number C185
Call saeed
Working time:
Everyday from 9am to 1:30pm
And from 4:30pm to 9:30 pm
Only Friday from 4:30pm to 9:30 pm
‎إمكانية التمويل عن الطريق البنك
‎للاسعار و مزيد من المعلومات تقضل بزيارة معرضنا أو اتصال على …",https://dbz-images.dubizzle.com/images/2025/10/07/fbca47ccf6f64646aab6c45d96b8bf14-.jpeg?impolicy=dpv,,,suv,,,,used,,GCC
64,mercedes-benz,c-class,c63 amg,2017,MERCEDES C63 COUPE 2017 4.5 GRADE FRESH JAPAN IMPORT,"Mercedes Benz C63 coupe
Model: 2017
Colour: white
Mileage: 29041 Km
Grade: 4.5
Japan Import
Heating and cooling seat
Very clean car just like new
No accident No paint",https://dbz-images.dubizzle.com/images/2025/10/27/57ead27d7e65448a88df36be8223ca8e-.jpeg?impolicy=dpv,,29041.0,coupe,white,automatic,petrol,used,,Japanese
65,mercedes-benz,sprinter,313 cdi,2016,Mercedes Benz Sprinter 2016 GCC,"Mercedes Benz Sprinter 2016 Model Gcc spec in Mint condition
160000KM Driven, Diesel ,Caravan, Manual Transmission , Single owner Automatic windows
This car can be used as pet grooming companies etc",https://dbz-images.dubizzle.com/images/2025/11/05/41d54b21f6674a63b03cd15f5b59ff19-.jpeg?impolicy=dpv,,160000.0,,,manual,diesel,used,,GCC
66,toyota,prado,gxr,2023,AED 2279/month | 2023 Toyota Prado GXR | GCC Specs | Ref#403982,"Starting from 2279 per month
Payable in 60 months
20% down payment
**Bank terms & conditions may apply
2023
Toyota Prado
4000+ cc 6 cylinders
200 - 299 HP
--------------------------------------------
GCC Specs
74047 kms
1. White with Fabric Interior
2. Keyless Entry and Start
3. Front and Rear Parking Sensors
4. Bluetooth System
5. Cruise Control
6. Tiptronic Gears
7. Park Assist
8. Side Steps
9. Power Sunroof
10. Fog Lights
11. 4 Wheel Drive
--------------------------------------------
AED 150000
--------------------------------------------
Buy this car with confidence from dubizzle cars!
What is dubizzle cars?
We believe the process of buying and selling a car in the UAE should be easy, transparent, and hassle-free. We help sellers find the right buyers for their cars, and buyers find the right cars for their needs.
What to expect from dubizzle cars?
✅ No guesswork
Know what you're buying with our standard condition report. All cars undergo a thorough bumper-to-bumper inspection at the time of listing and a 120-point report is available for serious buyers, which checks for engine leaks, electrical components, exterior paint condition and accident history, interior condition, and tire condition.
✅ No stress
Relax as the experts at dubizzle cars do all the work for you. We manage the interaction between the buyer and seller, from beginning to end. Your funds are fully protected at the transaction stage since we manage the ownership title transfer at RTA/Muroor.
Best part?
Need a more comprehensive inspection?
Upgrade to the advanced condition report for only AED 369
Looking to finance this car?
**Ask us",https://dbz-images.dubizzle.com/images/2025/12/15/b78a31db-5a4a-4886-aa4e-ffdbf9b97ec7/fc49b300f86944d9a302815410d66af6-.jpg?impolicy=dpc,150000.0,74047.0,suv,White,,,used,,GCC
67,tova,j14,other,2025,TOVA J14 3.0 TON 2.8L Chassis 2025 Model available only for export,"HQ Dubai, we are an ISO 9001 Certified company, one among the Most Trusted / Leading New Car distributors in the region having own showrooms in the Middle East, Africa & CIS and operating mainly in Africa, CIS, Middle East, Europe, India, Far East and China, with a defined target of being a Globally Integrated Business Platform.
Say Yes to JES!
Connect with Us",https://dbz-images.dubizzle.com/images/2025/01/29/7dce8198f5fa47eb977275229a4256f1-.jpeg?impolicy=dpv,,,,,,,,,
68,tova,j14,other,2025,TOVA J14 3.0 TON 2.8L Chassis 2025 Model available only for export,"HQ Dubai, we are an ISO 9001 Certified company, one among the Most Trusted / Leading New Car distributors in the region having own showrooms in the Middle East, Africa & CIS and operating mainly in Africa, CIS, Middle East, Europe, India, Far East and China, with a defined target of being a Globally Integrated Business Platform.
Say Yes to JES!
Connect with Us",https://dbz-images.dubizzle.com/images/2025/01/29/091b76bb9b9242978a8d4719a06ab3ed-.jpeg?impolicy=dpv,,,,,,,,,
69,bmw,3-series,325i executive,2008,EXTRA CLEAN BMW 325I M.KIT LOW K.M FRESH JAPAN IMPORTED,"BMW325I M.KIT
LOW MILEAGE 74000 km ONLY
2008
FRESH JAPAN IMPORTED
FOR MORE DETAIL VISIT OUR SHOWROOM
HAROON SHARIF MOTORS
SHOWROOM NO 356 DUCAMZ AWEER DUBAI
OR CALL
0507583982",https://dbz-images.dubizzle.com/images/2025/04/27/b3cc3fb59f9644e5987fab378bd96a96-.jpeg?impolicy=dpv,,74000.0,,,,,,,Japanese
70,bmw,m5,other,2021,2021 | BMW | M5 | CS Manhart MH5 GTR,"A decade of experience in Luxury car selling and buying. Every model for sale has been delivered to the highest level of quality standards.
DESCRIPTION
• Car Name: BMW M5 CS Manhart MH5 GTR
• Spec: EURO
• Mileage: 4,390 Kms
• Last Service: 11/04/2025 or 4,384 (Munich Motors)
• Next Service: 11/04/2026
To find out more about Who We Are & to view our latest collection
We welcome you to visit our showroom — open 7 days a week:
• Monday to Saturday: 10 AM – 9 PM
• Sunday: 12 PM - 6 PM
You can also stay connected with us on",https://dbz-images.dubizzle.com/images/2026/04/07/01952b631ac9437aac29ba244ab544f9-.webp?impolicy=dpv,,4390.0,,,,,,,EURO
71,toyota,corolla,gli,2020,كاش او بنك,جلد من داخل رنجات شاشه كامرا,https://dbz-images.dubizzle.com/images/2025/07/26/caadc023fe0c48298a1d8be7a35a44f5-.jpeg?impolicy=dpv,,,,,,,,,
72,bentley,bentayga,other,2022,2022 BENTAYGA BLACKLINE - TOURING PACKAGE - MULLINER - CARBON PACKAGE WITH NAIM,"BENTLEY BENTAYGA S
WARRANTY UPON REQUEST
Visit our showroom:
Stoub Biz Motors, Showroom 50, Block 5, Al Aweer Auto Market (New), Ras Al Khor, Dubai.
Check our website to view our full inventory:
Follow us on Instagram
STOUB BIZ MOTORS LLC
Stoub Biz Motors LLC specializes in procuring the finest luxury motorcars in the world for our local, regional, and international clients. With over 20 years of experience in the sport, exotic, luxury, and supercar business, we maintain close ties with the top manufacturers and importers. This gives us an edge to secure even the hardest-to-find vehicles at special prices – in both regular and rare editions. We can obtain new models that are sold out, available elsewhere only on long waitlists, supercars loaded with space-age technology, and the latest accessories and sports cars with racing-car performance and luxury-car comfort.
‎ستوب بيز موتورز ذ م م متخصصون في شراء أرقى السيارات الفاخرة في العالم لعملائنا المحليين والإقليميين والدوليين. أكثر من 20 عامًا من الخبرة في السيارات الرياضية، والسيارات الفاخرة، والسيارات الخارقة، نحافظ على علاقات وثيقة مع كبار المصنعين والمستوردين. وهذا يمنحنا ميزة تأمين السيارات التي يصعب العثور عليها بأسعار خاصة - لكل من الإصدارات العادية والنادرة. يمكننا الحصول على الطرازات الجديدة غير المتوفرة في أماكن أخرى الا على قوائم الانتظار الطويل، والسيارات الخارقة المحملة بأحدث التكنولوجيا والإكسسوارات والسيارات الرياضية مع أ",https://dbz-images.dubizzle.com/images/2025/08/28/af9ce284145143afae7333f1f514da69-.jpeg?impolicy=dpv,,,suv,,,,,,
73,bentley,bentayga,first edition,2017,UAEs Very Best Example | Incomparably Prepared Example | First Edition,"🏆 This Bentley Bentayga First Edition is the best example available, and is prepared to Approved Certified standards! 🏆
🚗 Bentley Bentayga First Edition
📅 2017 MY
🔢 107,636 KM
🌍 GCC- UAE
🎨 Exterior: Havana
🪑 Interior: Two Tone Bentley Linen And Saddle,
🛡️ Up to 3 years Approved Unlimited Claim Warranty available
🛡️ Up to 3 years Service Inclusive Plus package including brake replacement available
✨ Key Features:
✔️ 22-inch Polished Alloy Wheels Five-spoke Design – First Edition Exclusive
✔️ Exclusive First Edition Leather Package With Diamond Quilted Seats
✔️ Wood Trim In Dark Stained Burr Walnut
✔️ Illuminated “Bentley” Treadplates
✔️ Mood Lighting Package With Ambient Interior Lights
✔️ Contrast Stitching And Embroidered First Edition Logo
✔️ Led Matrix Headlamps With Signature Drl
✔️ Veneered Picnic Tables With Chrome Inlays
✔️ Deep Pile Overmats (Front & Rear)
✔️ Panoramic Glass Sunroof With Electric Blind
✔️ Four-zone Climate Control
✔️ Ventilated Seats
✔️ Powered Rear Sunblinds
✔️ Hands-free Electric Tailgate
✔️ Soft-close Doors
✔️ Keyless Entry & Start
✔️ 8-inch Touchscreen Infotainment
✔️ Park Assist With 360° Cameras
✔️ Adaptive Cruise Control
✔️ Head-up Display
🔄 Any Trade-In Considered - We Accept Your Current Vehicle
₿ Crypto Payments Accepted
📲 CALL NOW FOR A PERSONALISED VIDEO OR TO BOOK A PRIVATE VIEWING
🏠 Home Viewings Available - We Come To You
▔▔▔▔▔▔▔▔▔▔
🏆 Every Approved Certified vehicle is independently inspected to a 175-point standard before it reaches our floor. Brakes measured to the millimetre. Tyres, mechanical, and electrical systems checked against defined minimums - anything that falls short is replaced, not monitored. Where a service is due within 5,",https://dbz-images.dubizzle.com/images/2026/05/21/cdcbfe46b4ee48419830492845eaf027-.jpeg?impolicy=dpv,,107636.0,,Havana,,,,,GCC
74,land rover,range rover evoque,r-dynamic se,2023,"3,000 PM | 0% Down-Payment | Land Rover Warranty | SummerOffer SUNROOF","SUMMER OFFER ☀️⏳
✅ FREE REGISTRATION 📝
✅ FREE WINDOW TINTING 🪟✨
✅ FREE 1 YEAR PREMIUM WARRANTY 🛡️📅
✅ FREE SALIK TAG 🚗🔖
T&Cs apply
.
RangRover (Al Tayer) Warranty untill 28/09/2027 or 150,000 km
⸻
Why This Range Rover Evoque SE P200 R-Dynamic?
Luxury compact SUV combining sophisticated British design, advanced technology, and premium comfort with R-Dynamic specification. This 2021 model is a pristine, accident-free GCC example with full service history and excellent condition. It comes with comprehensive Land Rover warranty and service package for complete peace of mind. We offer this exceptional luxury SUV at the most competitive price in the market.
⸻
Flexible Bank Financing Options:
• Option 1: AED 3,000/month for 5 years – 0% Down Payment
• Option 2: AED 2,400/month for 5 years – 20% Down Payment
Selling Price: AED 149,999
(Plus applicable government taxes)
⸻
Range Rover Evoque SE P200 R-Dynamic Highlights:
• 2.0L Turbocharged Ingenium Engine
• 9-Speed Automatic Transmission
• All-Wheel Drive System
• R-Dynamic Exterior & Interior Package
• Touchscreen Infotainment with Navigation
• Apple CarPlay & Android Auto
• Meridian Sound System
• Panoramic Sunroof
• 360° Camera & Parking Sensors
• Keyless Entry & Push Start
• Leather Seats with Power Adjustment
• 20"" Alloy Wheels
• Terrain Response System
• Advanced Safety Features
⸻
Details:
• Mileage: 69,000 KM
• Warranty: Land Rover (Al Tayer ) 28/09/2027 or 150,000 km
• Service: Can Be Added
• Ownership: GCC Spec | SE P200 R-Dynamic | Accident-Free | Full Service History
⸻
Call/WhatsApp:
Website:
Visit Our Showroom:
• Daily: 10:00 AM – 9:00 PM
• Friday: 4:00 PM –",https://dbz-images.dubizzle.com/images/2026/01/06/70cfa6cb1ac7426a8a95e23768b69f46-.jpeg?impolicy=dpv,149999.0,69000.0,suv,,automatic,,used,,GCC
